id,target,mutants_in_minimal,test_suites,assertions,mutants,killed_mutants,not_equivalent_mutants,%,differential_success,minimal,survive,killed,equivalent,class,method,line,column,project
1693,lexp != rexp,3,3,3,8,8,8,100.00%,TRUE,"ROR <,ROR true,ROR >",,"ROR >=,ROR false,ROR ==,ROR <=,ROR true,COI !(),ROR >,ROR <",,org.h2.compress.LZFInputStream,,32,0,h2
1750,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.constraint.ConstraintActionType,getSqlName(),23,0,h2
1751,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.h2.constraint.ConstraintActionType,getSqlName(),20,0,h2
1752,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.h2.constraint.ConstraintActionType,getSqlName(),19,0,h2
1753,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.constraint.ConstraintActionType,getSqlName(),21,0,h2
1754,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.constraint.ConstraintActionType,getSqlName(),18,0,h2
1755,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.h2.constraint.ConstraintActionType,getSqlName(),16,0,h2
1756,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.h2.constraint.ConstraintActionType,getSqlName(),20,0,h2
1796,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.engine.Domain,getCreateSQL(),39,0,h2
1810,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.h2.engine.GeneratedKeysMode,valueOf(java.lang.Object),23,0,h2
1890,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.engine.Procedure,getName(),26,0,h2
1975,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.engine.Setting,getType(),79,0,h2
1985,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.engine.UndoLogRecord,"load(org.h2.store.Data,org.h2.engine.UndoLog)",171,0,h2
2042,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.engine.UndoLogRecord,"load(org.h2.store.Data,org.h2.engine.UndoLog)",171,0,h2
2043,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.engine.UndoLogRecord,"loadFromBuffer(org.h2.store.Data,org.h2.engine.UndoLog)",136,0,h2
2111,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.h2.engine.UserAggregate,getInstance(),37,0,h2
2137,exp,1,1,1,1,1,1,100.00%,TRUE,COI !exp,,COI !exp,,org.h2.engine.UserBuilder,"buildUser(org.h2.security.auth.AuthenticationInfo,org.h2.engine.Database,boolean)",16,0,h2
2139,exp,1,1,1,1,1,1,100.00%,TRUE,COI !exp,,COI !exp,,org.h2.expression.Alias,getTableName(),100,0,h2
2142,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.Alias,"getSQL(java.lang.StringBuilder,boolean)",70,0,h2
2143,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.Alias,optimize(org.h2.engine.Session),54,0,h2
2146,return_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.h2.expression.Alias,isEverything(org.h2.expression.ExpressionVisitor),91,0,h2
2147,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.Alias,getCost(),96,0,h2
2151,!exp,1,1,1,2,2,2,100.00%,TRUE,COD exp,,"ODL exp,COD exp",,org.h2.expression.Alias,getColumnName(),108,0,h2
2152,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.Alias,getTableName(),104,0,h2
2157,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.Alias,getColumnName(),110,0,h2
2159,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.Alias,,28,0,h2
2160,return_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.h2.expression.Alias,isAutoIncrement(),65,0,h2
2164,exp,1,1,1,1,1,1,100.00%,TRUE,COI !exp,,COI !exp,,org.h2.expression.Alias,,28,0,h2
2198,return_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.h2.expression.BinaryOperation,isEverything(org.h2.expression.ExpressionVisitor),418,0,h2
2207,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.BinaryOperation,optimize(org.h2.engine.Session),142,0,h2
2220,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.BinaryOperation,,49,0,h2
2243,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL lexp,AORB %,ODL rexp",,"AORB %,ODL lexp,CDL lexp,AORB -,AORB /,ODL rexp,AORB *",,org.h2.expression.BinaryOperation,getCost(),422,0,h2
2295,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.BinaryOperation,getSubexpressionCount(),428,0,h2
2321,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.BinaryOperation,getCost(),423,0,h2
2393,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.BinaryOperation,getOperationToken(),70,0,h2
2396,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.BinaryOperation,"getSQL(java.lang.StringBuilder,boolean)",56,0,h2
2410,exp,1,1,1,6,1,6,16.67%,TRUE,AOIU -exp,"AOIS --exp,AOIS ++exp,AOIS exp--,AOIS exp++,LOI ~exp",AOIU -exp,,org.h2.expression.BinaryOperation,optimize(org.h2.engine.Session),163,0,h2
2419,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.BinaryOperation,optimize(org.h2.engine.Session),169,0,h2
2495,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.ConcatenationOperation,getCost(),160,0,h2
2497,return_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.h2.expression.ConcatenationOperation,isEverything(org.h2.expression.ExpressionVisitor),155,0,h2
2510,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.ConcatenationOperation,,33,0,h2
2513,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.ConcatenationOperation,getSubexpressionCount(),165,0,h2
2516,lexp != rexp,1,1,1,2,2,2,100.00%,TRUE,ROR ==,,"ROR ==,COI !()",,org.h2.expression.ExpressionColumn,isAutoIncrement(),287,0,h2
2521,lexp != rexp,1,1,1,2,2,2,100.00%,TRUE,ROR ==,,"COI !(),ROR ==",,org.h2.expression.ExpressionColumn,getColumnName(),251,0,h2
2524,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.h2.expression.ExpressionColumn,getTableFilter(),94,0,h2
2539,lexp != rexp,1,1,1,2,2,2,100.00%,TRUE,ROR ==,,"COI !(),ROR ==",,org.h2.expression.ExpressionColumn,getAlias(),273,0,h2
2552,lexp != rexp,1,1,1,2,2,2,100.00%,TRUE,ROR ==,,"ROR ==,COI !()",,org.h2.expression.ExpressionColumn,getColumnName(),250,0,h2
2562,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.ExpressionColumn,isEverything(org.h2.expression.ExpressionVisitor),315,0,h2
2576,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.h2.expression.ExpressionColumn,isEverything(org.h2.expression.ExpressionVisitor),313,0,h2
2623,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.ExpressionColumn,"getSQL(java.lang.StringBuilder,boolean)",88,0,h2
2627,lexp != rexp,1,1,1,2,2,2,100.00%,TRUE,ROR ==,,"ROR ==,COI !()",,org.h2.expression.ExpressionColumn,"getSQL(java.lang.StringBuilder,boolean)",76,0,h2
2629,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.ExpressionColumn,,56,0,h2
2649,lexp != rexp,1,1,1,2,2,2,100.00%,TRUE,ROR ==,,"ROR ==,COI !()",,org.h2.expression.ExpressionColumn,"getSQL(java.lang.StringBuilder,boolean)",70,0,h2
2656,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.ExpressionColumn,getCost(),354,0,h2
2709,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.Format,getNullable(),102,0,h2
2711,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.Format,getTableName(),117,0,h2
2715,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.Format,optimize(org.h2.engine.Session),76,0,h2
2721,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.Format,getCost(),112,0,h2
2723,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.Format,getColumnName(),122,0,h2
2724,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.Format,,31,0,h2
2731,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.Format,getSubexpressionCount(),127,0,h2
2762,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.h2.expression.IntervalOperation,getValue(org.h2.engine.Session),140,0,h2
2769,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.IntervalOperation,,77,0,h2
2771,exp,1,1,1,6,2,4,50.00%,TRUE,AOIU -exp,"AOIS ++exp,AOIS --exp","AOIU -exp,LOI ~exp","AOIS exp--,AOIS exp++",org.h2.expression.IntervalOperation,,76,0,h2
2781,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.IntervalOperation,getValue(org.h2.engine.Session),146,0,h2
2790,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.h2.expression.IntervalOperation,getValue(org.h2.engine.Session),140,0,h2
2800,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.IntervalOperation,,101,0,h2
2807,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.h2.expression.IntervalOperation,,101,0,h2
4,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateMidnight,withFields(org.joda.time.ReadablePartial),145,0,joda-time
20,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.DateMidnight,withZoneRetainFields(org.joda.time.DateTimeZone),140,0,joda-time
23,exp,1,1,1,6,3,4,75.00%,TRUE,AOIU -exp,AOIS ++exp,"AOIS --exp,LOI ~exp,AOIU -exp","AOIS exp--,AOIS exp++",org.joda.time.DateMidnight,withMillis(long),123,0,joda-time
29,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateMidnight,"withField(org.joda.time.DateTimeFieldType,int)",153,0,joda-time
35,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateMidnight,"withFieldAdded(org.joda.time.DurationFieldType,int)",162,0,joda-time
51,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateMidnight,"withDurationAdded(org.joda.time.ReadableDuration,int)",183,0,joda-time
52,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.DateMidnight,now(org.joda.time.Chronology),42,0,joda-time
73,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateMidnight,now(org.joda.time.Chronology),39,0,joda-time
92,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.joda.time.DateMidnight,property(org.joda.time.DateTimeFieldType),302,0,joda-time
95,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp++,AOIS exp--","LOI ~exp,AOIU -exp,AOIS ++exp,AOIS --exp",,org.joda.time.DateMidnight,withMillis(long),124,0,joda-time
102,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.DateMidnight,now(org.joda.time.DateTimeZone),34,0,joda-time
132,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateMidnight,"withPeriodAdded(org.joda.time.ReadablePeriod,int)",191,0,joda-time
136,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp++,AOIS exp--","AOIS ++exp,LOI ~exp,AOIU -exp,AOIS --exp",,org.joda.time.DateTime,withMillis(long),179,0,joda-time
138,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.DateTime,withFields(org.joda.time.ReadablePartial),248,0,joda-time
144,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateTime,now(org.joda.time.Chronology),40,0,joda-time
145,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.DateTime,now(org.joda.time.DateTimeZone),35,0,joda-time
204,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.joda.time.DateTime,"withFieldAdded(org.joda.time.DurationFieldType,int)",264,0,joda-time
232,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateTime,property(org.joda.time.DateTimeFieldType),476,0,joda-time
257,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.DateTime,"withFieldAdded(org.joda.time.DurationFieldType,int)",269,0,joda-time
267,-exp,1,1,1,2,2,2,100.00%,TRUE,AODU exp,,"ODL exp,AODU exp",,org.joda.time.DateTime,minus(org.joda.time.ReadablePeriod),399,0,joda-time
302,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.DateTime,toDateTime(org.joda.time.Chronology),174,0,joda-time
321,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateTime,withChronology(org.joda.time.Chronology),185,0,joda-time
344,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.joda.time.DateTime,"withDurationAdded(org.joda.time.ReadableDuration,int)",285,0,joda-time
354,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateTime,now(org.joda.time.DateTimeZone),32,0,joda-time
382,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.joda.time.DateTimeComparator,"getInstance(org.joda.time.DateTimeFieldType,org.joda.time.DateTimeFieldType)",46,0,joda-time
383,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateTimeComparator,equals(java.lang.Object),118,0,joda-time
387,exp,1,1,1,6,3,4,75.00%,TRUE,AOIU -exp,AOIS --exp,"AOIS ++exp,LOI ~exp,AOIU -exp","AOIS exp--,AOIS exp++",org.joda.time.DateTimeComparator,"compare(java.lang.Object,java.lang.Object)",101,0,joda-time
388,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateTimeComparator,toString(),133,0,joda-time
389,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.joda.time.DateTimeComparator,hashCode(),125,0,joda-time
391,lexp + rexp,2,2,2,3,3,3,100.00%,TRUE,"ODL lexp,ODL rexp",,"ODL lexp,ODL rexp,CDL lexp",,org.joda.time.DateTimeComparator,toString(),133,0,joda-time
393,lexp + rexp,2,2,2,2,2,2,100.00%,TRUE,"ODL rexp,ODL lexp",,"ODL lexp,ODL rexp",,org.joda.time.DateTimeComparator,toString(),133,0,joda-time
394,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.DateTimeComparator,toString(),135,0,joda-time
395,lexp + rexp,2,2,2,3,3,3,100.00%,TRUE,"ODL lexp,ODL rexp",,"ODL lexp,CDL lexp,ODL rexp",,org.joda.time.DateTimeComparator,toString(),133,0,joda-time
396,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateTimeComparator,hashCode(),125,0,joda-time
398,lexp + rexp,2,2,2,3,3,3,100.00%,TRUE,"ODL lexp,ODL rexp",,"CDL rexp,ODL rexp,ODL lexp",,org.joda.time.DateTimeComparator,toString(),133,0,joda-time
401,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.DateTimeComparator,"getInstance(org.joda.time.DateTimeFieldType,org.joda.time.DateTimeFieldType)",47,0,joda-time
402,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateTimeComparator,toString(),130,0,joda-time
404,lexp != rexp,1,1,1,2,2,2,100.00%,TRUE,ROR ==,,"COI !(),ROR ==",,org.joda.time.DateTimeComparator,equals(java.lang.Object),118,0,joda-time
407,exp,1,1,1,6,2,4,50.00%,TRUE,AOIU -exp,"AOIS ++exp,AOIS --exp","AOIU -exp,LOI ~exp","AOIS exp--,AOIS exp++",org.joda.time.DateTimeComparator,"compare(java.lang.Object,java.lang.Object)",92,0,joda-time
409,lexp != rexp,1,1,1,2,2,2,100.00%,TRUE,ROR ==,,"ROR ==,COI !()",,org.joda.time.DateTimeComparator,"compare(java.lang.Object,java.lang.Object)",94,0,joda-time
413,lexp + rexp,2,2,2,3,3,3,100.00%,TRUE,"ODL rexp,ODL lexp",,"ODL rexp,ODL lexp,CDL rexp",,org.joda.time.DateTimeComparator,toString(),131,0,joda-time
415,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateTimeComparator,"compare(java.lang.Object,java.lang.Object)",84,0,joda-time
416,lexp + rexp,2,2,2,3,3,3,100.00%,TRUE,"ODL lexp,ODL rexp",,"CDL lexp,ODL rexp,ODL lexp",,org.joda.time.DateTimeComparator,toString(),131,0,joda-time
417,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.DateTimeComparator,equals(java.lang.Object),121,0,joda-time
418,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.DateTimeComparator,toString(),132,0,joda-time
422,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateTimeComparator,"getInstance(org.joda.time.DateTimeFieldType,org.joda.time.DateTimeFieldType)",40,0,joda-time
423,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.DateTimeComparator,"compare(java.lang.Object,java.lang.Object)",103,0,joda-time
424,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.joda.time.DateTimeComparator,"getInstance(org.joda.time.DateTimeFieldType,org.joda.time.DateTimeFieldType)",43,0,joda-time
428,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateTimeComparator,"getInstance(org.joda.time.DateTimeFieldType,org.joda.time.DateTimeFieldType)",43,0,joda-time
432,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.joda.time.DateTimeComparator,toString(),133,0,joda-time
434,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.DateTimeComparator,"getInstance(org.joda.time.DateTimeFieldType,org.joda.time.DateTimeFieldType)",40,0,joda-time
437,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.DateTimeComparator,"compare(java.lang.Object,java.lang.Object)",106,0,joda-time
439,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.DateTimeComparator,toString(),134,0,joda-time
445,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.DateTimeComparator,hashCode(),126,0,joda-time
447,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.DateTimeComparator,"compare(java.lang.Object,java.lang.Object)",96,0,joda-time
448,exp,1,1,1,6,2,4,50.00%,TRUE,AOIU -exp,"AOIS ++exp,AOIS --exp","LOI ~exp,AOIU -exp","AOIS exp++,AOIS exp--",org.joda.time.DateTimeComparator,"compare(java.lang.Object,java.lang.Object)",96,0,joda-time
473,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.Days,getDays(),171,0,joda-time
519,lexp == rexp,3,3,3,8,8,8,100.00%,TRUE,"ROR >=,ROR <=,ROR false",,"ROR >=,ROR <,ROR true,ROR !=,COI !(),ROR <=,ROR false,ROR >",,org.joda.time.Duration,standardHours(long),36,0,joda-time
520,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.Duration,"dividedBy(long,java.math.RoundingMode)",208,0,joda-time
528,lexp || rexp,4,4,4,9,9,9,100.00%,TRUE,"ODL rexp,COR !=,ODL lexp,COR true",,"COR ==,ODL lexp,COR false,COR true,COR !=,ODL rexp,COI !(),COR ^,COR &&",,org.joda.time.Duration,"withDurationAdded(long,int)",145,0,joda-time
537,exp,1,1,1,6,5,6,83.33%,TRUE,AOIU -exp,LOI ~exp,"AOIS --exp,AOIS ++exp,AOIS exp++,AOIU -exp,AOIS exp--",,org.joda.time.Duration,"dividedBy(long,java.math.RoundingMode)",205,0,joda-time
545,-exp,1,1,1,2,2,2,100.00%,TRUE,AODU exp,,"AODU exp,ODL exp",,org.joda.time.Duration,negated(),216,0,joda-time
550,-exp,1,1,1,2,2,2,100.00%,TRUE,AODU exp,,"AODU exp,ODL exp",,org.joda.time.Duration,minus(long),176,0,joda-time
569,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.Duration,negated(),216,0,joda-time
585,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.joda.time.Duration,getStandardDays(),88,0,joda-time
586,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.Duration,minus(org.joda.time.ReadableDuration),181,0,joda-time
591,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp++,AOIS exp--","AOIS --exp,LOI ~exp,AOIS ++exp,AOIU -exp",,org.joda.time.Duration,dividedBy(long),197,0,joda-time
656,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.IllegalFieldValueException,getMessage(),202,0,joda-time
659,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.joda.time.IllegalFieldValueException,"createMessage(java.lang.String,java.lang.String)",37,0,joda-time
662,lexp + rexp,2,2,2,3,3,3,100.00%,TRUE,"ODL lexp,ODL rexp",,"ODL rexp,ODL lexp,VDL lexp",,org.joda.time.IllegalFieldValueException,prependMessage(java.lang.String),210,0,joda-time
666,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.IllegalFieldValueException,"createMessage(java.lang.String,java.lang.Number,java.lang.Number,java.lang.Number,java.lang.String)",15,0,joda-time
667,lexp != rexp,1,1,1,2,2,2,100.00%,TRUE,ROR ==,,"ROR ==,COI !()",,org.joda.time.IllegalFieldValueException,prependMessage(java.lang.String),209,0,joda-time
669,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.IllegalFieldValueException,getIllegalValueAsString(),187,0,joda-time
679,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.IllegalFieldValueException,prependMessage(java.lang.String),213,0,joda-time
683,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.IllegalFieldValueException,prependMessage(java.lang.String),206,0,joda-time
686,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.IllegalFieldValueException,"createMessage(java.lang.String,java.lang.Number,java.lang.Number,java.lang.Number,java.lang.String)",27,0,joda-time
688,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.IllegalFieldValueException,"createMessage(java.lang.String,java.lang.String)",42,0,joda-time
692,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.IllegalFieldValueException,"createMessage(java.lang.String,java.lang.String)",44,0,joda-time
698,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.IllegalFieldValueException,prependMessage(java.lang.String),212,0,joda-time
699,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.IllegalFieldValueException,"createMessage(java.lang.String,java.lang.Number,java.lang.Number,java.lang.Number,java.lang.String)",21,0,joda-time
701,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.joda.time.IllegalFieldValueException,getIllegalValueAsString(),183,0,joda-time
712,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.IllegalFieldValueException,"createMessage(java.lang.String,java.lang.String)",42,0,joda-time
719,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.joda.time.IllegalFieldValueException,"createMessage(java.lang.String,java.lang.Number,java.lang.Number,java.lang.Number,java.lang.String)",22,0,joda-time
720,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.IllegalFieldValueException,"createMessage(java.lang.String,java.lang.Number,java.lang.Number,java.lang.Number,java.lang.String)",16,0,joda-time
721,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.IllegalFieldValueException,"createMessage(java.lang.String,java.lang.Number,java.lang.Number,java.lang.Number,java.lang.String)",31,0,joda-time
679,lexp != rexp,1,1,1,2,2,2,100.00%,TRUE,ROR ==,,"ROR ==,COI !()",,org.joda.time.IllegalInstantException,isIllegalInstant(java.lang.Throwable),37,0,joda-time
681,lexp + rexp,2,2,2,3,3,3,100.00%,TRUE,"ODL lexp,ODL rexp",,"ODL rexp,ODL lexp,CDL lexp",,org.joda.time.IllegalInstantException,"createMessage(long,java.lang.String)",28,0,joda-time
